LAMMPS data file via write_data, version 2 Aug 2023, timestep = 1000000, units = metal

1024 atoms
3 atom types
256 bonds
1 bond types

0 19.707 xlo xhi
0 19.707 ylo yhi
0 19.707 zlo zhi

Masses

1 1.008
2 15.999
3 15.999

Atoms # full

286 286 2 6 1.517287765021065 2.7928177128425515 0.9575310437324559 1 2 1
864 864 3 -8 1.4663229758546203 2.809918900207333 0.9785098522187832 1 2 1
287 287 1 1 0.9966928442700529 3.59728846616975 0.7235971871953696 1 2 1
288 288 1 1 1.1012603082277708 2.278663513381301 1.6508330544594527 1 2 1
101 101 1 1 3.078380125246309 2.893283681101831 0.8889774289428264 2 -1 1
18 18 1 1 0.4413445713871501 1.167187035169161 3.657503389505847 1 1 1
697 697 2 6 3.9721077570219023 3.2267302477495567 0.8688155140459184 0 -1 2
1001 1001 3 -8 3.9509915115495833 3.1786523518695424 0.8168981036774744 0 -1 2
689 689 1 1 4.897590746130352 1.7073320083622068 2.229300644473154 1 1 1
688 688 2 6 5.0490843768281435 1.1277811583844186 3.054464344669551 1 1 1
998 998 3 -8 5.040725066874422 1.1101291972016387 2.9780481234908716 1 1 1
65 65 1 1 4.993068677460552 0.22704869108957082 2.6932078098809846 0 0 1
300 300 1 1 6.807777417503953 1.0428777415207726 3.854852663122745 0 0 3
699 699 1 1 4.319972627865386 2.7902480371810188 0.05632826891671448 0 -1 2
506 506 1 1 8.512512988659932 0.8111977757431129 1.6897655856798495 1 2 2
698 698 1 1 10.896735222758503 1.8667272551289744 2.177084200762261 0 -1 2
360 360 1 1 8.533846458813283 0.5559505158232803 0.16900935455408095 5 2 1
505 505 2 6 8.178681022648691 0.27994215667087696 1.011762426340436 1 2 2
937 937 3 -8 8.218642170340901 0.3255663059805618 1.0037038905515432 1 2 2
146 146 1 1 9.844336083451486 2.3591385992575677 3.242079755864061 0 1 0
631 631 2 6 10.322249500451605 1.5887149004773287 2.9442891858819666 2 0 4
979 979 3 -8 10.32865368444719 1.655587138339587 2.9100162452624527 2 0 4
46 46 2 6 11.845295293568848 0.6881302208462368 0.4240982307671211 2 3 2
784 784 3 -8 11.86541869788509 0.7357661895049777 0.3792831292830473 2 3 2
594 594 1 1 14.094072717430313 2.6779762082045573 1.4887101144447203 1 -1 2
592 592 2 6 13.323591140116664 3.115865544931527 1.0666279287693785 1 -1 2
966 966 3 -8 13.395947922517653 3.1205402163137275 1.046362938661021 1 -1 2
341 341 1 1 13.675736373878713 3.6649689865964143 0.3408482271673602 0 0 1
633 633 1 1 12.591096159347186 1.318136376004069 0.43583997740075403 2 1 4
564 564 1 1 14.247977445723523 0.5521328581841924 2.9234594356685393 0 0 2
539 539 1 1 15.54470702970584 0.2152067515831968 2.0086627158648565 0 1 1
538 538 2 6 15.078574232045277 0.8943277963165773 2.500655252927456 0 1 1
948 948 3 -8 15.058947660473464 0.8319089987371675 2.5037787498824597 0 1 1
143 143 1 1 11.950264856183027 0.5070526985081412 3.548662722730822 0 1 1
293 293 1 1 19.268077713693145 0.649823329967017 2.4835380428719662 2 0 1
568 568 2 6 19.62554685540562 1.4480869999564285 2.8515337309204454 0 0 2
958 958 3 -8 19.63605971038836 1.386970541589188 2.8760431207355954 0 0 2
