LAMMPS data file for droplet_44c10h22_5050h2o_20H

     16578 atoms

         3 atom types

  -27.5000   27.5000 xlo xhi
  -27.5000   27.5000 ylo yhi
  -27.5000   27.5000 zlo zhi

Masses

         1    1.0080  #    H
         2   12.0110  #    C
         3   15.9990  #    O

Atoms  #   atomic

      1    2     -3.933000088      5.366000175     -6.104000092  # C
      2    1     -3.697000027      5.407000065     -7.146999836  # H
      3    1     -4.203999996      6.342999935     -5.761000156  # H
      4    1     -4.751999855      4.693999767     -5.949999809  # H
      5    2     -2.704999924      4.868999958     -5.318999767  # C
      6    1     -1.886000037      5.539999962     -5.473999977  # H
      7    1     -2.940999985      4.828000069     -4.276000023  # H
      8    2     -2.315999985      3.461999893     -5.811999798  # C
      9    1     -2.078999996      3.503000021     -6.855000019  # H
     10    1     -3.134000063      2.790999889     -5.657000065  # H
     11    2     -1.087000012      2.966000080     -5.026999950  # C
     12    1     -1.324000001      2.924999952     -3.983999968  # H
     13    1     -0.268999994      3.637000084     -5.182000160  # H
     14    2     -0.698000014      1.559000015     -5.520999908  # C
     15    1     -0.462000012      1.598999977     -6.563000202  # H
     16    1     -1.516000032      0.887000024     -5.364999771  # H
     17    2      0.529999971      1.062000036     -4.735000134  # C
     18    1      0.294000000      1.021000028     -3.691999912  # H
     19    1      1.348000050      1.733000040     -4.889999866  # H
     20    2      0.919000030     -0.344000012     -5.228000164  # C
     21    1      1.154999971     -0.303999990     -6.270999908  # H
     22    1      0.101000004     -1.014999986     -5.072999954  # H
     23    2      2.147000074     -0.842000008     -4.442999840  # C
     24    1      1.911999941     -0.882000029     -3.401000023  # H
     25    1      2.966000080     -0.170000002     -4.598000050  # H
     26    2      2.536999941     -2.246999979     -4.935999870  # C
     27    1      2.772000074     -2.207000017     -5.979000092  # H
     28    1      1.718999982     -2.918999910     -4.781000137  # H
     29    2      3.765000105     -2.744999886     -4.151000023  # C
     30    1      3.529999971     -2.785000086     -3.108000040  # H
     31    1      4.034999847     -3.721999884     -4.493999958  # H
     32    1      4.583000183     -2.072999954     -4.306000233  # H
     33    2     -1.161000013     -3.512000084      9.883000374  # C
     34    1     -1.889000058     -4.241000175     10.173999786  # H
     35    1     -1.485000014     -2.539999962     10.194000244  # H
     36    1     -0.223000005     -3.739000082     10.345999718  # H
     37    2     -0.996999979     -3.532999992      8.352000237  # C
     38    1     -1.934999943     -3.305999994      7.888999939  # H
     39    1     -0.268999994     -2.803999901      8.062000275  # H
     40    2     -0.529999971     -4.931000233      7.905000210  # C
     41    1     -1.256999969     -5.659999847      8.196000099  # H
     42    1      0.409000009     -5.157999992      8.366999626  # H
     43    2     -0.365999997     -4.952000141      6.374000072  # C
     44    1      0.361999989     -4.223000050      6.084000111  # H
     45    1     -1.304000020     -4.723999977      5.912000179  # H
     46    2      0.101999998     -6.349999905      5.927000046  # C
     47    1     -0.625000000     -7.078000069      6.217999935  # H
